canonical	relation_count	reason
6 songs, op. 16: no. 3. accept just once	0	sentence fragment
6 songs, op. 16: no. 4. o, sing that song	0	sentence fragment
6 songs, op. 16: no. 6. modern greek song	0	sentence fragment
6 pieces, op. 19 no. 1: réverie du soir	0	sentence fragment
6 pieces, op. 19 no. 2: scherzo humoristique	0	sentence fragment
6 pieces, op. 19 no. 3: feuillet d'album	0	sentence fragment
6 pieces, op. 19 no. 4: nocturne in c-sharp minor	0	sentence fragment
6 pieces, op. 19 no. 5: capriccioso in b-flat major	0	sentence fragment
6 pieces, op. 19 no. 6: theme and variations	0	sentence fragment
6 songs, op. 25: no. 2. kak nad goratcheïou zoloï	0	sentence fragment
я с нею никогда не говорил, op. 25 no. 5	0	sentence fragment
6 romances, op. 28: no. 1. нет, никогда не назову	0	sentence fragment
6 romances, op. 28: no. 2. корольки	0	sentence fragment
6 romances, op. 28: no. 3. зачем	0	sentence fragment
6 romances, op. 28: no. 4. он так меня любил	0	sentence fragment
6 romances, op. 28: no. 6. страшная минута	0	sentence fragment
6 songs, op. 27, no. 1: на сон грядущий	0	sentence fragment
6 songs, op. 27, no. 2: смотри: вон облако	0	sentence fragment
6 songs, op. 27, no. 3: не отходи от меня	0	sentence fragment
6 songs, op. 27, no. 4: вечер	0	sentence fragment
6 songs, op. 27, no. 5: али мать меня рожала	0	sentence fragment
6 songs, op. 27, no. 6: моя баловница	0	sentence fragment
в огороде, возле броду, op. 46 no. 4	0	sentence fragment
6 pieces, op. 51 no. 1: valse de salon	0	sentence fragment
6 pieces, op. 51 no. 2: polka peu dansante	0	sentence fragment
6 pieces, op. 51 no. 3: menuetto scherzo	0	sentence fragment
6 pieces, op. 51 no. 4: natha-valse	0	sentence fragment
6 pieces, op. 51 no. 5: romance	0	sentence fragment
6 pieces, op. 51 no. 6: valse sentimentale	0	sentence fragment
6 romances, op. 63: no. 2. растворил я окно	0	sentence fragment
6 romances, op. 63: no. 3. я вам не нравлюсь	0	sentence fragment
6 romances, op. 63: no. 4. первое свидание	0	sentence fragment
6 romances, op. 73 no. 2: night (ночь)	0	sentence fragment
5 contra dances and a quadrille, hob. ix:29	0	sentence fragment
6 feldparthien, hob. ii:41–46	0	sentence fragment
6 psalms, hob. xxiii:suppl.	0	sentence fragment
i canna come ilka day to woo, hob. xxxia:140a	0	sentence fragment
i do confess thou art sae fair, hob. xxxia:110	0	sentence fragment
i dream'd i lay, hob. xxxia:87	0	sentence fragment
i had a horse, hob. xxxia:17	0	sentence fragment
i love my love in secret, hob. xxxia:3	0	sentence fragment
i wish my love were in a myre, hob. xxxia:177	0	sentence fragment
o bonny lass, hob. xxxia:89	0	sentence fragment
o can you sew cushions, hob. xxxia:48	0	sentence fragment
o fliess, ja wallend fliess in zähren, hob. xxvia:19	0	sentence fragment
o for ane and twenty, tam!, hob. xxxia:108	0	sentence fragment
o let me in th' accepted hour	0	sentence fragment
o liebes mädchen, höre mich, hob. xxvia:15	0	sentence fragment
o poortith cauld. i had a horse, hob. xxxia:17a	0	sentence fragment
o tuneful voice, hob. xxvia:42	0	sentence fragment
sinfonie nr. 45 in fis-moll, 'abschiedssinfonie'	0	sentence fragment
y bardd yn ei awen. the inspired bard, hob. xxxib:25	0	sentence fragment
y brython. the britons, hob. xxxib:51	0	sentence fragment
y cymry dedwydd. the happy cambrians, hob. xxxib:32	0	sentence fragment
y maelerwr. the poor pedlar, hob. xxxib:53	0	sentence fragment
y stwffwl. the door clapper, hob. xxxib:50	0	sentence fragment
o qui coeli terraeque serenitas, rv 631	0	sentence fragment
3 écossaises op. posth. 72/3	0	sentence fragment
3 écossaises, op. posth. 72/3	0	sentence fragment
6 chants polonais, s. 480: 1. mädchens wünsch	0	sentence fragment
6 chants polonais, s. 480: 2. frühling	0	sentence fragment
6 chants polonais, s. 480: 3. das ringlein	0	sentence fragment
6 chants polonais, s. 480: 4. bacchanal	0	sentence fragment
6 chants polonais, s. 480: 5. meine freuden	0	sentence fragment
6 chants polonais, s. 480: 6. heimkehr	0	sentence fragment
4 fugues, op. 72, no. 1: nicht schnell	0	sentence fragment
4 fugues, op. 72, no. 2: sehr lebhaft	0	sentence fragment
4 fugues, op. 72, no. 4: im mäßigen tempo	0	sentence fragment
6 fugues on b.a.c.h., op. 60	0	sentence fragment
3 romanzen, op. 94: no. 1. nicht schnell	0	sentence fragment
3 romanzen, op. 94: no. 2. einfach, innig	0	sentence fragment
3 romanzen, op. 94: no. 3. nicht schnell	0	sentence fragment
3 romanzen, op. 94: no. 1. nicht zu schnell	0	sentence fragment
5 stücke im volkston für klavier und cello, op. 102	0	sentence fragment
4 husarenlieder, op. 117: nr. 1. der husar, trara!	0	sentence fragment
4 husarenlieder, op. 117: nr. 2. der leidige frieden	0	sentence fragment
4 husarenlieder, op. 117: nr. 3. den grünen zeigern	0	sentence fragment
3 fantasiestücke, op. 111: nr. 2. piuttosto lento	0	sentence fragment
3 fantasiestücke, op. 111: nr. 3. con forza, assai marcato	0	sentence fragment
2 balladen, op. 122: nr. 1. ballade vom heideknaben	0	sentence fragment
2 balladen, op. 122: nr. 2. die flüchtlinge	0	sentence fragment
3 gedichte, op. 119: nr. 1. die hütte	0	sentence fragment
3 gedichte, op. 119: nr. 2. warnung	0	sentence fragment
3 lieder für 3 frauenstimmen, op. 114	0	sentence fragment
3 zweistimmige lieder, op. 43: no. 2. herbstlied	0	sentence fragment
3 zweistimmige lieder, op. 43: no. 3. schõn blümelein	0	sentence fragment
4 gesänge, op. 142: nr. 1. trost im gesang	0	sentence fragment
4 gesänge, op. 142: nr. 2. lehn deine wang'	0	sentence fragment
4 gesänge, op. 142: nr. 3. mädchen-schwermut	0	sentence fragment
4 gesänge, op. 142: nr. 4. mein wagen rollet langsam	0	sentence fragment
5 variationen, posth. op. 13: i. thema	0	sentence fragment
6 gesänge, op. 107: no. 6, abendlied (arr. f. busoni)	0	sentence fragment
6 gesänge, op. 107: nr. 1. herzeleid	0	sentence fragment
6 gesänge, op. 107: nr. 2. die fensterscheibe	0	sentence fragment
6 gesänge, op. 107: nr. 3. der gärtner	0	sentence fragment
6 gesänge, op. 107: nr. 4. die spinnerin	0	sentence fragment
6 gesänge, op. 107: nr. 5. im wald	0	sentence fragment
6 gesänge, op. 107: nr. 6. abendlied	0	sentence fragment
6 romanzen für frauenstimmen, op. 69	0	sentence fragment
6 romanzen für frauenstimmen, op. 91	0	sentence fragment
7 lieder, op. 104: no. 1. mond, meiner seele liebling	0	sentence fragment
7 lieder, op. 104: no. 2. viel glück zur reise	0	sentence fragment
7 lieder, op. 104: no. 4. der zeisig	0	sentence fragment
7 lieder, op. 104: no. 5. reich' mir die hand	0	sentence fragment
7 lieder, op. 104: no. 6. die letzten blumen starben	0	sentence fragment
7 lieder, op. 104: no. 7. gekämpft hat meine barke	0	sentence fragment
6 gesänge, op. 7: nr. 6. heimkehr	0	sentence fragment
6 gesänge, op. 3: nr. 5. in der fremde	0	sentence fragment
6 gesänge, op. 6: nr. 1. spanisches lied	0	sentence fragment
6 gesänge, op. 6: nr. 2. der frühling	0	sentence fragment
6 gesänge, op. 6: nr. 3. nachwirkung	0	sentence fragment
6 gesänge, op. 6: nr. 4. juchhe!	0	sentence fragment
6 gesänge, op. 7: nr. 4. volkslied "die schwälble"	0	sentence fragment
6 gesänge, op. 7: nr. 5. die trauernde	0	sentence fragment
6 gesänge, op. 7: nr. 1. treue liebe	0	sentence fragment
6 gesänge, op. 3: nr. 1. liebestreu	0	sentence fragment
6 gesänge, op. 3: nr. 6. lied	0	sentence fragment
6 gesänge, op. 6: nr. 6. nachtigallen schwingen	0	sentence fragment
6 gesänge, op. 7: nr. 2. parole	0	sentence fragment
6 gesänge, op. 7: nr. 3. anklänge	0	sentence fragment
5 gedichte, op. 19: nr. 1. der kuss	0	sentence fragment
5 gedichte, op. 19: nr. 5. an eine äolsharfe	0	sentence fragment
3 duette, op. 20: nr. 1. weg der liebe	0	sentence fragment
3 duette, op. 20: nr. 2. weg der liebe	0	sentence fragment
8 lieder und romanzen, op. 14	0	sentence fragment
8 lieder und romanzen, op. 14: nr. 3. murrays ermordung	0	sentence fragment
8 lieder und romanzen, op. 14: nr. 4. ein sonett	0	sentence fragment
8 lieder und romanzen, op. 14: nr. 5. trennung	0	sentence fragment
3 quartette, op. 31: nr. 1. wechsellied zum tanze	0	sentence fragment
3 gesänge, op. 42: nr. 1. abendständchen	0	sentence fragment
3 duette, op. 20: nr. 3. die meere	0	sentence fragment
4 gesänge, op. 17: nr. 2. lied von shakespeare	0	sentence fragment
4 gesänge, op. 17: nr. 3. der gärtner	0	sentence fragment
4 gesänge, op. 17: nr. 4. gesang aus fingal	0	sentence fragment
4 duette, op. 28: nr. 2. vor der tür	0	sentence fragment
4 duette, op. 28: nr. 3. es rauschet das wasser	0	sentence fragment
3 quartette, op. 31: nr. 2. neckereien	0	sentence fragment
3 quartette, op. 31: nr. 3. der gang zum liebchen	0	sentence fragment
9 lieder und gesänge, op. 32	0	sentence fragment
4 lieder, op. 46: nr. 2. magyarisch	0	sentence fragment
4 lieder, op. 46: nr. 3. die schale der vergessenheit	0	sentence fragment
5 lieder, op. 49: nr. 1. am sonntag morgen	0	sentence fragment
5 lieder, op. 49: nr. 2. an ein veilchen	0	sentence fragment
5 lieder, op. 49: nr. 3. sehnsucht	0	sentence fragment
5 lieder, op. 49: nr. 4. wiegenlied	0	sentence fragment
5 lieder, op. 49: nr. 5. abenddämmerung	0	sentence fragment
7 lieder, op. 62: nr. 3. waldesnacht	0	sentence fragment
3 quartette, op. 64: nr. 2. der abend	0	sentence fragment
4 gesänge, op. 70: nr. 3. serenade	0	sentence fragment
5 gesänge, op. 72: nr. 3. o kühler wald	0	sentence fragment
5 gesänge, op. 72: nr. 4. verzagen	0	sentence fragment
4 gesänge, op. 70: nr. 1. im garten am seegestade	0	sentence fragment
4 gesänge, op. 70: nr. 2. lerchengesang	0	sentence fragment
5 lieder, op. 71: nr. 2. an den mond	0	sentence fragment
4 quartette, op. 92: nr. 1. o schöne nacht!	0	sentence fragment
5 gesänge, op. 72: nr. 1. alte liebe	0	sentence fragment
5 gesänge, op. 72: nr. 2. sommerfäden	0	sentence fragment
5 gesänge, op. 72: nr. 5. unüberwindlich	0	sentence fragment
6 lieder, op. 85: nr. 6. in waldeinsamkeit	0	sentence fragment
4 quartette, op. 92: nr. 2. spätherbst	0	sentence fragment
4 quartette, op. 92: nr. 3. abendlied	0	sentence fragment
6 lieder, op. 97: nr. 2. auf dem schiffe	0	sentence fragment
5 lieder, op. 106: nr. 5. ein wanderer	0	sentence fragment
6 quartette, op. 112: nr. 1. sehnsucht	0	sentence fragment
6 quartette, op. 112: nr. 2. nächtens	0	sentence fragment
3 motetten, op. 110: nr. 1. ich aber bin elend	0	sentence fragment
3 intermezzi, op. 117: nr. 1 in es‐dur. andante moderato	0	sentence fragment
5 chorale preludes from op. 122	0	sentence fragment
2 gesänge, op. 91: nr. 1. gestillte sehnsucht	0	sentence fragment
2 gesänge, op. 91: nr. 2. geistliches wiegenlied	0	sentence fragment
3 geistliche chöre, op. 37: nr. 1. o bone jesu	0	sentence fragment
3 geistliche chöre, op. 37: nr. 2. adoramus te, christe	0	sentence fragment
3 geistliche chöre, op. 37: nr. 3. regina coeli	0	sentence fragment
3 gesänge, op. 42: nr. 2. vineta	0	sentence fragment
3 gesänge, op. 42: nr. 3. darthulas grabgesang	0	sentence fragment
3 quartette, op. 64: nr. 1. an die heimat	0	sentence fragment
3 quartette, op. 64: nr. 3. fragen	0	sentence fragment
4 balladen und romanzen, op. 75	0	sentence fragment
4 balladen und romanzen, op. 75: nr. 1. edward	0	sentence fragment
4 balladen und romanzen, op. 75: nr. 2. guter rat	0	sentence fragment
4 balladen und romanzen, op. 75: nr. 4. walpurgisnacht	0	sentence fragment
4 duette, op. 61: nr. 1. die schwestern	0	sentence fragment
4 duette, op. 61: nr. 2. klosterfräulein	0	sentence fragment
4 duette, op. 61: nr. 3. phänomen	0	sentence fragment
4 duette, op. 61: nr. 4. die boten der liebe	0	sentence fragment
4 gesänge, op. 43: nr. 1. von ewiger liebe	0	sentence fragment
4 gesänge, op. 43: nr. 2. die mainacht	0	sentence fragment
4 gesänge, op. 43: nr. 3. ich schell' mein horn	0	sentence fragment
4 gesänge, op. 70: nr. 4. abendregen	0	sentence fragment
4 lieder, op. 46: nr. 1. die kränze	0	sentence fragment
4 lieder, op. 46: nr. 4. an die nachtigall	0	sentence fragment
4 lieder, op. 96: nr. 3. es schauen die blumen	0	sentence fragment
4 lieder, op. 96: nr. 4. meerfahrt	0	sentence fragment
4 quartette, op. 92: nr. 4. warum?	0	sentence fragment
5 duette, op. 66: nr. 1. klänge	0	sentence fragment
5 duette, op. 66: nr. 2. klänge	0	sentence fragment
5 duette, op. 66: nr. 3. am strande	0	sentence fragment
5 duette, op. 66: nr. 4. jägerlied	0	sentence fragment
5 duette, op. 66: nr. 5. hüt du dich!	0	sentence fragment
5 gedichte, op. 19: nr. 2. scheiden und meiden	0	sentence fragment
5 gedichte, op. 19: nr. 3. in der ferne	0	sentence fragment
5 gedichte, op. 19: nr. 4. der schmied	0	sentence fragment
5 gesänge, op. 104: nr. 1. nachtwache i	0	sentence fragment
5 gesänge, op. 104: nr. 2. nachtwache ii	0	sentence fragment
5 gesänge, op. 104: nr. 3. letztes glück	0	sentence fragment
5 gesänge, op. 104: nr. 4. verlorene jugend	0	sentence fragment
5 gesänge, op. 104: nr. 5. im herbst	0	sentence fragment
5 lieder, op. 41: nr. 2. freiwillige her!	0	sentence fragment
5 lieder, op. 41: nr. 3. geleit	0	sentence fragment
5 lieder, op. 41: nr. 4. marschieren	0	sentence fragment
5 lieder, op. 41: nr. 5. gebt acht!	0	sentence fragment
5 lieder, op. 47: nr. 1. botschaft	0	sentence fragment
5 lieder, op. 47: nr. 2. liebesglut	0	sentence fragment
5 lieder, op. 47: nr. 3. sonntag	0	sentence fragment
5 lieder, op. 47: nr. 4. o liebliche wangen	0	sentence fragment
5 lieder, op. 47: nr. 5. die liebende schreibt	0	sentence fragment
5 lieder, op. 71: nr. 3. geheimniss	0	sentence fragment
5 lieder, op. 71: nr. 5. minnelied	0	sentence fragment
5 lieder, op. 94: nr. 1. mit vierzig jahren	0	sentence fragment
5 lieder, op. 94: nr. 2. steig auf, geliebter schatten	0	sentence fragment
5 lieder, op. 94: nr. 3. mein herz ist schwer	0	sentence fragment
5 lieder, op. 94: nr. 4. sapphische ode	0	sentence fragment
5 lieder, op. 94: nr. 5. kein haus, keine heimat	0	sentence fragment
5 lieder, op. 105: nr. 3. klage	0	sentence fragment
5 lieder, op. 105: nr. 5. verrat	0	sentence fragment
