malformed	clean_target	relation_count	target_exists
p 26 benjamin	p 26 benjamin	1	True
b _all land	b _all land	1	True
o spirit of liberty sweet	o spirit of liberty sweet	1	True
5 grains of incense	5 grains of incense	1	True
6 am	6 am	1	True
know jones'	know jones	1	False
3 mohanîya	3 mohanîya	1	True
o but those parisian	o but those parisian	1	True
o monseigneur monseigneur chamilly	o monseigneur monseigneur chamilly	1	True
thought it'	thought it	1	False
69 the jew'	69 the jew	1	False
enough of the world'	enough of the world	1	False
conservancy work in india 'washerwomen'	conservancy work in india 'washerwomen	1	False
dhîmars sanskrit _dhîvara_ 'fisherman'	dhîmars sanskrit _dhîvara_ 'fisherman	1	False
word 'twenty'	word 'twenty	1	False
persian word 'doâb'	persian word 'doâb	1	False
words 'of the same clan'	words 'of the same clan	1	False
term 'fakîr'	term 'fakîr	1	False
less respectable'	less respectable	1	False
keene of keene'	keene of keene	1	False
s the passage	s the passage	1	True
probably 'gorgîn'	probably 'gorgîn	1	False
war-cry 'booty and beauty'	war-cry 'booty and beauty	1	False
words 'home rule'	words 'home rule	1	False
expression 'parliamentary constituency'	expression 'parliamentary constituency	1	False
expression 'irish act'	expression 'irish act	1	False
o inundation of nile offering	o inundation of nile offering	1	True
o my people how sad	o my people how sad	1	True
figeon'	figeon	1	False
c its curse	c its curse	1	True
b his punishment	b his punishment	1	True
v there are numerous particular	v there are numerous particular	1	True
o my god	o my god	1	True
vague as dante'	vague as dante	1	False
c all term	c all term	1	True
q and his friend	q and his friend	1	True
two points 'idomeneo'	two points 'idomeneo	1	False
libretto of 'die entführung'	libretto of 'die entführung	1	False
melodies throughout 'la sonnambula'	melodies throughout 'la sonnambula	1	False
scene of 'la juive'	scene of 'la juive	1	False
opening scene of 'das rheingold'	opening scene of 'das rheingold	1	False
scene of 'die meistersinger'	scene of 'die meistersinger	1	False
even 'faust'	even 'faust	1	False
still 'thérèse'	still 'thérèse	1	False
music of 'la traviata'	music of 'la traviata	1	False
story of 'madama butterfly'	story of 'madama butterfly	1	False
2 the wall _w_	2 the wall _w_	1	True
word 'tension'	word 'tension	1	False
1 to 2 the deduction	1 to 2 the deduction	1	True
2 to 3 the deduction	2 to 3 the deduction	1	True
m and c	m and c	1	True
2 point	2 point	1	True
5 'the lord	5 'the lord	1	True
o my juliet	o my juliet	1	True
2 not in temporal	2 not in temporal	1	True
psychological observer'	psychological observer	1	False
our 'flights of fancy'	our 'flights of fancy	1	False
apperception 'apperception'	apperception 'apperception	1	False
william verville'	william verville	1	False
f major for instance bnatural	f major for instance bnatural	1	True
original 'parellel'	original 'parellel	1	False
luncheons and for dinners prince'	luncheons and for dinners prince	1	False
bill of an aigle'	bill of an aigle	1	False
man can do unto me'	man can do unto me	1	False
choleric obsessions the word 'uitlander'	choleric obsessions the word 'uitlander	1	False
conclusion 'something for nothing'	conclusion 'something for nothing	1	False
2 no 2	2 no 2	1	True
o apostate thine offense	o apostate thine offense	1	True
inconsiderate and lord byron'	inconsiderate and lord byron	1	False
nicknamed 'el-khidr'	nicknamed 'el-khidr	1	False
p 48 confirm wendover	p 48 confirm wendover	1	True
1 every word of god	1 every word of god	1	True
1 this statement	1 this statement	1	True
1 hippolytus of portu	1 hippolytus of portu	1	True
1 telesphoru	1 telesphoru	1	True
1 so high indeed	1 so high indeed	1	True
interesting as 'hedda gabler'	interesting as 'hedda gabler	1	False
d afternoon	d afternoon	1	True
b geographical distribution	b geographical distribution	1	True
1 the various spelling	1 the various spelling	1	True
my conduct as your'	my conduct as your	1	False
2 the purpose of government	2 the purpose of government	1	True
truly 'the burden of empire'	truly 'the burden of empire	1	False
little room the performers 'make-up'	little room the performers 'make-up	1	False
4 all creatur	4 all creatur	1	True
4 all creatures deity	4 all creatures deity	1	True
2 the race	2 the race	1	True
fact kuhnau'	fact kuhnau	1	False
9 24-26 the evidence	9 24-26 the evidence	1	True
o my god my soul	o my god my soul	1	True
2 sam	2 sam	1	True
5 the writer	5 the writer	1	True
2 so both alike	2 so both alike	1	True
9 5 a _symbol_	9 5 a _symbol_	1	True
point out normally the ufo'	point out normally the ufo	1	False
photos ufo'	photos ufo	1	False
dangerfield'	dangerfield	1	False
long time 'we'	long time 'we	1	False
assert boldly 'les deux journées'	assert boldly 'les deux journées	1	False
1 both gerrard and winstanley	1 both gerrard and winstanley	1	True
1 and truly	1 and truly	1	True
1 foot	1 foot	1	True
2 the 14th of october	2 the 14th of october	1	True
d honor the king worcester	d honor the king worcester	1	True
b company mess	b company mess	1	True
d company captain bodington	d company captain bodington	1	True
b company captain andrew	b company captain andrew	1	True
d company	d company	1	True
b company mess now	b company mess now	1	True
p 55 the first stanza	p 55 the first stanza	1	True
pm and his apm'	pm and his apm	1	False
word 'club'	word 'club	1	False
o how yellow	o how yellow	1	True
o lord bitter	o lord bitter	1	True
his '_mecanos_'	his '_mecanos_	1	False
s and yet the feeling	s and yet the feeling	1	True
z darius and zerubbabel glov	z darius and zerubbabel glov	1	True
judicial in tone'	judicial in tone	1	False
ch ix the 'blessed ignatius'	ch ix the 'blessed ignatius	1	False
expression 'along with the interpretations'	expression 'along with the interpretations	1	False
amount of 'artistic arrangement'	amount of 'artistic arrangement	1	False
1 this inference	1 this inference	1	True
second clause 'proconsuls'	second clause 'proconsuls	1	False
s of the church	s of the church	1	True
hatfield about 3 miles 	hatfield about 3 miles	1	False
w end of this gallery	w end of this gallery	1	True
n wall of nave	n wall of nave	1	True
s from the church	s from the church	1	True
½ mile n	½ mile n	1	True
y m c	y m c	1	True
lady bagot'	lady bagot	1	False
c the present postmaster	c the present postmaster	1	True
play is nature'	play is nature	1	False
1 motor play	1 motor play	1	True
yessum dere sho'	yessum dere sho	1	False
system of egba 'clanship'	system of egba 'clanship	1	False
english 'croom'	english 'croom	1	False
fort brandenburg'	fort brandenburg	1	False
fanti peoples 'folk-lore'	fanti peoples 'folk-lore	1	False
1 this catalogue	1 this catalogue	1	True
4 because fink	4 because fink	1	True
f _quando stercus delatum fas_	f _quando stercus delatum fas_	1	True
ecclesiasticis'	ecclesiasticis	1	False
reprint of the 'edictum theoderici'	reprint of the 'edictum theoderici	1	False
h by west himself	h by west himself	1	True
words 'treaty' and 'nation'	words 'treaty' and 'nation	1	False
illustrations of doyle'	illustrations of doyle	1	False
religious truth with authority'	religious truth with authority	1	False
s and uncle ralph	s and uncle ralph	1	True
certainly 'talks for the times'	certainly 'talks for the times	1	False
charming hac'	charming hac	1	False
callitin simms i'm tol'	callitin simms i'm tol	1	False
younges'	younges	1	False
young'uns saying 'yes' and 'no'	young'uns saying 'yes' and 'no	1	False
p sawdust spittoon	p sawdust spittoon	1	True
say tolstoy'	say tolstoy	1	False
x and the next step	x and the next step	1	True
s _roosevelt_	s _roosevelt_	1	True
m de guiche	m de guiche	1	True
n avg	n avg	1	True
f of l under gomper	f of l under gomper	1	True
1 sanitary train	1 sanitary train	1	True
o god	o god	1	True
v beach business	v beach business	1	True
give my love to padré'	give my love to padré	1	False
1 here cinderella's real name	1 here cinderella's real name	1	True
buzness an' white folks votin'	buzness an' white folks votin	1	False
d daath	d daath	1	True
am satisfied hussey'	am satisfied hussey	1	False
opinion hussey'	opinion hussey	1	False
e g	e g	1	True
e g the child	e g the child	1	True
c ind	c ind	1	True
consciousness of moussorgsky'	consciousness of moussorgsky	1	False
tchaikowsky'	tchaikowsky	1	False
1 bayle	1 bayle	1	True
1 the sect	1 the sect	1	True
v 3	v 3	1	True
assumption of justin'	assumption of justin	1	False
v 14-24	v 14-24	1	True
business men play at chamberlain'	business men play at chamberlain	1	False
verse 3 'lewde lewte'	verse 3 'lewde lewte	1	False
e mezzo_ last	e mezzo_ last	1	True
say 'i think'	say 'i think	1	False
course say 'i think'	course say 'i think	1	False
p 139 wine and beer	p 139 wine and beer	1	True
d 1180	d 1180	1	True
d 113579-	d 113579-	1	True
d 1287	d 1287	1	True
p 1	p 1	1	True
4 day	4 day	1	True
wonderful 'holy field'	wonderful 'holy field	1	False
hans memling'	hans memling	1	False
portrait called 'the astronomer'	portrait called 'the astronomer	1	False
fine picture 'crossing the ford'	fine picture 'crossing the ford	1	False
beautiful 'street in cologne'	beautiful 'street in cologne	1	False
f 2	f 2	1	True
gjeunembrud'	gjeunembrud	1	False
copy of his 'diwan'	copy of his 'diwan	1	False
more the 'nights'	more the 'nights	1	False
o my love my love	o my love my love	1	True
7 the cliffs themselv	7 the cliffs themselv	1	True
cross the 'holly'	cross the 'holly	1	False
1 travelling alone	1 travelling alone	1	True
m de ganache	m de ganache	1	True
ô comida	ô comida	1	True
c d upon the globe	c d upon the globe	1	True
c among	c among	1	True
g and y	g and y	1	True
l 59 this gun	l 59 this gun	1	True
l 39	l 39	1	True
l 9	l 9	1	True
w in the pouch	w in the pouch	1	True
c 4 say	c 4 say	1	True
st carantoke'	st carantoke	1	False
precisely is meant by 'ideal'	precisely is meant by 'ideal	1	False
superficial character of their feelings'	superficial character of their feelings	1	False
love of 'being in general'	love of 'being in general	1	False
p 322	p 322	1	True
kaaba or 'cube'	kaaba or 'cube	1	False
mahalodhis or 'great lodhis'	mahalodhis or 'great lodhis	1	False
murli signifying 'a flute'	murli signifying 'a flute	1	False
upon little_'	upon little_	1	False
_ stab or stabs the least	stab or stabs the least	1	False
triumphant crime'	triumphant crime	1	False
god 'great mountain'	god 'great mountain	1	False
splitting of 'chaos'	splitting of 'chaos	1	False
subjects of these 'outlines'	subjects of these 'outlines	1	False
forces of 'chaos'	forces of 'chaos	1	False
p de acosta	p de acosta	1	True
6 here	6 here	1	True
v 215	v 215	1	True
o mores_	o mores_	1	True
_ sweet quezox caution	sweet quezox caution	1	False
since _agariu_ 'i ascend'	since _agariu_ 'i ascend	1	False
three r'	three r	1	False
o yez the fair	o yez the fair	1	True
c in this extract	c in this extract	1	True
intolerant as the 'true republicans'	intolerant as the 'true republicans	1	False
dey sho'	dey sho	1	False
1 this altar	1 this altar	1	True
x x	x x	1	True
steamer-loads of 'dug-outs'	steamer-loads of 'dug-outs	1	False
r station across this city	r station across this city	1	True
e of the chapter-house	e of the chapter-house	1	True
v preceding figure h	v preceding figure h	1	True
upper part v 	upper part v	1	False
v v v	v v v	1	True
h h	h h	1	True
z the water	z the water	1	True
y miss carroll's address	y miss carroll's address	1	True
g clapperton	g clapperton	1	True
p 46 his name	p 46 his name	1	True
gajpati or 'lord of elephants'	gajpati or 'lord of elephants	1	False
parja or 'subject people'	parja or 'subject people	1	False
p 482	p 482	1	True
initials 'db'	initials 'db	1	False
o slavery	o slavery	1	True
o ye	o ye	1	True
_tracks_ of '_the polk-itian_'	_tracks_ of '_the polk-itian_	1	False
o dio	o dio	1	True
6 lago	6 lago	1	True
yes ma'am hit sho'	yes ma'am hit sho	1	False
3 am one's vitality	3 am one's vitality	1	True
expression 'to be born again'	expression 'to be born again	1	False
chaos and 'necessity'	chaos and 'necessity	1	False
c these treatises of theophrastu	c these treatises of theophrastu	1	True
1 the original stone	1 the original stone	1	True
transcript as sir theodore'	transcript as sir theodore	1	False
rest nowhere'	rest nowhere	1	False
2 cairketton	2 cairketton	1	True
arnulf'	arnulf	1	False
lesly'	lesly	1	False
following extract the 'kennel'	following extract the 'kennel	1	False
l b and a native	l b and a native	1	True
brendon 'church-town'	brendon 'church-town	1	False
derivation the word 'apostle'	derivation the word 'apostle	1	False
9 am	9 am	1	True
9 am to many	9 am to many	1	True
scientific 'sharps'	scientific 'sharps	1	False
g received the bookseller's proposal	g received the bookseller's proposal	1	True
albans'	albans	1	False
chances of a noteworthy 'find'	chances of a noteworthy 'find	1	False
_see_ fiske j'	_see_ fiske j	1	False
whole 'eli'	whole 'eli	1	False
de livin'	de livin	1	False
1 the old northwest	1 the old northwest	1	True
given reflection of montaigne'	given reflection of montaigne	1	False
f _saucy-wood_	f _saucy-wood_	1	True
y now spelled ij	y now spelled ij	1	True
grace darling'	grace darling	1	False
john frazer'	john frazer	1	False
wiltshire to-day 'mere-stone'	wiltshire to-day 'mere-stone	1	False
2 the head	2 the head	1	True
w form	w form	1	True
his idea of a 'farm'	his idea of a 'farm	1	False
aunt clem'	aunt clem	1	False
5 morceaux characteristiqu	5 morceaux characteristiqu	1	True
same extent cuba'	same extent cuba	1	False
so-called economic 'drain'	so-called economic 'drain	1	False
o cloud of unbelief	o cloud of unbelief	1	True
o this throne	o this throne	1	True
o o this throne	o o this throne	1	True
o how desperate	o how desperate	1	True
o how disordered	o how disordered	1	True
o how sad	o how sad	1	True
o how wearisome how lifeless	o how wearisome how lifeless	1	True
o but christs countenance	o but christs countenance	1	True
1 sam	1 sam	1	True
o but communion with god	o but communion with god	1	True
bishop everard'	bishop everard	1	False
hardee states mickey'	hardee states mickey	1	False
his 'life of fox'	his 'life of fox	1	False
loathsome is thine image'	loathsome is thine image	1	False
celebrated 'gros grain paris snuff'	celebrated 'gros grain paris snuff	1	False
writing 'conchas'	writing 'conchas	1	False
1 the colour	1 the colour	1	True
1 gelatine	1 gelatine	1	True
sailor friends the expression 'johnny'	sailor friends the expression 'johnny	1	False
hiouen-thsang himself in the 'si-yu-ki'	hiouen-thsang himself in the 'si-yu-ki	1	False
authorship of the five king'	authorship of the five king	1	False
w _sept 6_ thing	w _sept 6_ thing	1	True
whole the original lloyd'	whole the original lloyd	1	False
